30	8.000080000800008E-5	0.012639837509141598	NaN	6.31991879269137	6.31991879269137	43.79528555735365	
40.0	8.000080000800008E-5	0.012652078630703487	NaN	6.326039343540957	6.326039343540957	43.79962692984241	
50.0	2.100021000210002E-4	0.012655644204962539	NaN	6.327822120866595	6.327822120866595	43.80835351420927	
60.0	6.300063000630006E-4	0.012660302576287771	NaN	6.330151296829951	6.330151296829951	43.80830964873904	
70.0	0.003980039800398004	0.012639812854875985	NaN	6.319906426642308	6.319906426642308	43.80388057156568	
80.0	0.012050120501205012	0.012586553851311726	NaN	6.293276919650966	6.293276919650966	43.816992332858696	
90.0	0.025770257702577026	0.012485988798521985	NaN	6.242994395516419	6.242994395516419	43.80817805285352	
100.0	0.04282042820428204	0.012352748208500299	NaN	6.176374102823951	6.176374102823951	43.80813418773311	
110.0	0.06140061400614006	0.012211061271303517	NaN	6.1055306363801565	6.1055306363801565	43.799319934249255	
120.0	0.07933079330793308	0.012063715155119097	NaN	6.031857580431409	6.031857580431409	43.83435759677186	
